FA,AR,CH,WA,RO,WI,WWRN,WWRS,SH,OR,CL
250,0.33,3.5,1.57,2.67,2.66,70,90,0.0,0,138.0716067
200,0.66,3.0,2.5,2.74,2.66,10,10,0.5,0,96.14742847
250,0.66,2.5,0.74,2.74,4.23,10,30,0.5,0,92.78299326
250,0.33,4.0,2.65,2.74,5.77,90,90,3.4,270,147.6514217
200,0.25,3.5,1.77,1.72,4.23,90,70,0.5,90,127.1851514
150,0.25,4.0,1.77,1.72,1.76,30,10,0.5,90,86.8366138
200,1.0,4.0,2.5,1.72,1.76,50,90,0.0,90,171.654612
150,0.66,2.5,1.77,1.72,2.66,50,50,0.5,0,103.7381751
150,0.5,2.5,2.5,1.72,2.66,50,10,0.0,90,96.91414008
250,0.5,3.5,1.57,1.72,2.66,50,70,0.5,90,134.2021612
200,0.25,2.5,0.86,2.74,1.76,30,30,0.5,90,78.79913728
200,0.66,2.5,1.77,2.74,2.66,10,10,0.5,0,86.81693443
200,0.33,3.0,1.77,2.74,1.76,30,10,1.0,0,80.69443452
150,0.33,3.0,2.5,1.72,4.23,10,30,0.0,0,88.66930096
200,0.66,2.5,1.57,0.29,1.76,30,50,3.0,180,86.79668301
250,1.0,2.5,2.5,2.74,2.66,30,10,2.0,180,90.62239262
200,1.0,3.5,1.77,1.72,5.77,90,50,0.0,0,175.9586159
250,0.66,4.0,1.77,2.67,4.23,90,70,0.5,180,187.2394581
150,0.25,3.0,1.77,1.72,1.76,50,90,0.5,0,90.49410382
200,0.25,3.0,0.29,2.74,4.23,10,10,1.0,0,72.37166494
250,0.5,3.5,1.77,1.72,4.23,50,70,0.0,0,139.0701386
250,1.0,3.3,2.5,2.67,5.77,50,30,0.5,0,129.6549915
150,1.0,3.0,0.29,2.74,1.76,10,10,3.0,0,73.20855794
150,0.33,2.5,0.34,2.67,2.66,30,10,0.5,0,73.67941231
200,0.66,4.0,2.65,0.2,5.77,70,90,0.0,90,257.0649086
200,0.25,3.5,1.77,1.72,4.23,70,90,0.0,90,142.7905295
250,0.66,4.0,2.5,2.67,4.23,70,90,0.0,90,255.0275818
200,0.66,3.5,1.77,2.67,4.23,70,90,0.0,0,189.3558834
200,0.25,2.5,1.57,1.72,5.77,10,10,1.0,90,76.23237041
200,0.33,3.0,1.77,2.67,1.76,10,10,2.0,0,77.94012223
200,0.5,2.5,0.34,0.2,1.76,10,30,0.0,180,74.54091251
200,0.25,3.5,1.57,1.72,5.77,90,70,0.5,90,136.3515855
200,0.25,2.5,0.29,0.2,1.76,10,10,1.6,0,64.69550485
250,0.25,3.0,2.5,2.74,2.66,10,10,3.0,0,80.82233766
250,0.33,2.5,2.5,2.74,1.76,10,10,3.0,0,77.94410963
200,0.33,2.5,2.5,2.67,1.76,10,10,0.0,90,78.14969864
250,0.25,4.0,1.77,2.67,4.23,70,70,0.0,180,137.7424921
200,0.33,2.5,1.57,0.29,2.66,70,30,1.0,180,118.2930563
250,0.5,3.0,2.5,1.72,5.77,70,90,0.0,0,155.0287561
150,0.66,2.5,1.57,2.74,2.66,10,10,0.0,180,87.90310449
250,0.33,3.5,2.5,1.72,2.66,30,50,0.0,0,111.8314665
200,1.0,3.0,0.29,0.29,1.76,10,10,3.0,180,70.04488803
200,0.33,3.0,1.77,1.72,1.76,10,90,0.0,0,96.12124401
250,0.25,2.5,2.5,1.72,1.76,30,10,4.0,0,76.9038187
200,0.25,3.5,2.5,2.74,4.23,70,30,0.0,90,122.0793893
250,0.5,2.5,1.57,2.67,2.66,90,90,0.0,180,130.752251
250,0.25,2.5,1.77,0.2,2.66,30,30,1.0,0,78.69661289
200,0.5,2.5,2.65,0.29,4.23,10,10,1.0,180,78.54900504
150,0.66,4.0,1.77,1.72,2.66,10,10,0.0,0,103.6896143
200,0.66,2.5,0.29,2.67,1.76,10,10,2.0,90,74.13882243
200,0.25,3.0,2.5,2.67,1.76,30,10,2.0,0,80.3678015
250,0.66,4.0,2.65,2.74,5.77,90,90,0.0,345,261.9912729
250,1.0,3.5,0.29,0.2,1.76,10,10,2.0,0,73.27572102
200,0.5,3.0,1.77,1.72,1.76,10,10,3.0,0,79.45348639
200,0.25,3.5,2.5,2.74,1.76,10,70,3.0,90,90.7366643
200,0.33,4.0,1.77,1.72,5.77,50,90,0.5,270,153.7145412
150,1.0,3.0,2.5,1.72,1.76,50,50,0.0,90,122.4335404
250,0.33,2.5,2.5,0.2,1.76,30,10,2.0,0,76.13563115
250,1.0,2.6,1.24,0.49,4.23,50,50,1.0,90,112.9878369
150,1.0,2.5,0.29,0.2,1.76,10,10,0.5,0,67.6469
200,0.66,2.5,1.57,2.67,2.66,10,10,2.0,180,84.07880075
250,0.25,4.0,1.57,0.2,4.23,10,30,0.0,0,94.93548458
200,0.5,2.5,0.34,1.72,1.76,10,10,3.0,180,69.69042608
200,0.66,2.5,1.57,0.43,2.66,10,10,2.0,0,81.30857157
150,0.5,3.0,0.29,2.67,5.77,50,30,0.5,0,95.8322
150,0.5,2.5,2.5,1.72,2.66,10,10,3.0,90,79.12425032
200,0.66,2.5,1.77,0.29,1.76,10,10,2.0,0,80.32811797
250,0.5,3.0,1.57,1.72,5.77,50,90,0.0,90,163.3342688
150,0.5,3.0,1.77,1.72,4.23,30,10,0.5,0,85.09556399
150,0.5,2.5,1.77,2.67,2.66,10,30,0.0,180,85.2907494
250,1.0,3.5,1.57,2.74,4.23,90,70,0.0,90,210.9306014
200,0.25,2.5,0.74,0.2,1.76,10,10,4.0,0,66.6082
150,0.5,3.0,1.77,2.74,4.23,10,30,0.0,0,91.60274737
250,0.33,4.0,1.57,0.29,2.66,90,70,0.0,90,165.344604
250,0.25,3.5,2.5,0.29,4.23,10,50,0.5,90,101.4225364
200,1.0,3.0,0.74,0.29,1.76,10,30,1.0,180,81.42820287
250,1.0,3.0,0.74,0.49,1.76,50,10,0.0,0,98.09383987
200,0.33,2.5,1.77,1.72,1.76,10,30,1.0,180,76.81324461
150,0.33,4.0,1.57,2.67,1.76,30,50,0.5,0,94.34603607
200,0.25,2.5,2.5,2.67,1.76,30,10,1.0,180,77.25407458
250,0.66,2.5,2.65,0.29,2.66,10,10,3.0,180,88.04702254
250,1.0,4.0,2.5,2.67,5.77,50,30,0.5,0,145.7604
200,0.25,2.5,1.57,2.67,2.66,10,30,0.5,180,78.16827355
150,1.0,2.5,0.29,0.2,2.66,10,10,2.0,0,68.3375377
150,0.25,3.5,0.29,1.72,2.66,10,50,0.0,90,91.86965333
200,0.33,2.5,2.5,0.29,1.76,30,10,1.0,270,78.16547302
250,0.25,2.5,0.29,2.74,2.66,30,10,0.0,0,78.35428132
250,0.25,3.5,1.77,2.74,5.77,70,70,0.5,0,124.8858653
200,1.0,2.5,2.5,2.67,1.76,10,10,2.0,0,84.17387137
250,0.25,4.0,1.57,0.2,4.23,30,70,0.5,90,121.4148665
250,0.25,3.5,1.57,1.72,1.76,70,70,0.0,90,121.6397224
200,1.0,3.5,1.77,1.72,2.66,50,70,0.0,0,148.7690695
200,0.33,4.0,2.5,2.67,4.23,70,70,0.0,270,158.3286091
250,0.33,3.5,1.77,0.2,1.76,50,30,3.0,0,87.4206493
150,0.33,3.0,1.57,1.72,1.76,10,50,0.5,90,85.57575715
150,1.0,3.0,1.77,2.67,2.66,30,10,0.0,90,105.356187
200,0.66,2.5,2.65,1.72,2.66,10,30,0.5,0,96.04161645
200,0.66,3.5,2.5,1.72,5.77,50,50,0.0,0,170.118808
250,1.0,3.0,0.29,0.2,2.66,70,90,0.0,90,181.2659994
250,0.33,3.0,1.77,2.74,1.76,30,10,4.0,180,80.82813858
200,1.0,2.5,2.65,0.2,1.76,10,10,1.0,270,84.9656
200,0.5,2.5,0.29,0.2,2.66,10,10,0.0,0,70.90882621
200,0.5,3.0,0.29,2.74,4.23,10,10,0.5,180,75.24707056
150,0.5,4.0,1.57,1.72,2.66,30,10,0.0,0,97.7734136
150,0.5,3.0,1.57,2.67,2.66,30,50,0.0,180,101.5136846
250,1.0,2.9,2.5,2.67,5.77,50,30,0.5,0,120.1261903
250,0.33,3.0,2.65,1.72,2.66,10,10,0.0,0,87.37223704
250,1.0,2.5,0.34,0.43,1.76,30,10,2.0,0,73.79557934
150,0.5,3.0,2.5,2.67,5.77,50,30,3.3,0,95.55971354
200,0.33,3.0,0.34,0.2,1.76,10,50,1.0,0,75.69027019
200,1.0,2.5,0.34,0.29,1.76,30,10,2.0,90,73.22231811
250,0.33,3.0,2.5,0.43,2.66,10,30,1.0,90,88.54712931
150,0.25,3.0,1.77,1.72,2.66,30,10,0.5,0,79.70108691
200,1.0,3.5,1.57,1.72,2.66,50,70,0.5,90,147.83735
200,0.5,3.0,0.34,0.2,2.66,10,10,4.0,180,69.29198729
200,0.33,3.5,1.57,2.67,1.76,10,10,3.0,180,79.78886423
250,0.25,3.5,1.77,2.74,2.66,30,10,0.0,0,92.52981103
150,0.33,2.5,0.29,2.74,1.76,30,30,3.0,0,73.11440758
200,1.0,2.5,0.29,2.74,2.66,10,10,1.0,180,74.27501075
200,0.66,3.0,2.65,2.74,2.66,10,10,0.0,0,103.5140701
200,0.66,2.5,1.77,2.74,1.76,50,30,0.5,0,96.20838915
200,0.5,2.5,0.29,2.67,2.66,10,30,0.0,180,81.86794891
250,0.5,4.0,1.57,1.72,5.77,90,90,0.0,270,223.5667652
250,0.5,3.0,2.5,2.67,5.77,50,30,0.5,120,114.0372894
150,0.25,2.5,1.77,2.67,1.76,30,10,0.0,90,80.40092637
200,0.25,2.5,1.57,2.74,1.76,50,10,0.5,0,77.75742578
150,1.0,2.5,0.29,2.74,1.76,10,10,3.0,0,71.2002994
250,0.66,4.0,2.65,2.74,5.77,90,90,3.5,270,191.4208504
200,1.0,4.0,1.57,1.72,5.77,90,90,0.0,0,219.1574159
200,0.66,3.0,1.77,2.74,2.66,30,30,0.0,0,118.7912166
200,0.33,3.5,1.77,1.72,2.66,10,30,0.0,0,92.78086648
250,0.33,2.5,0.29,0.29,1.76,10,30,0.5,90,72.63933873
200,0.33,4.0,2.65,1.72,5.77,70,70,0.5,270,152.6868597
150,0.25,3.0,1.57,1.72,1.76,10,50,1.0,90,81.93704164
200,0.66,3.5,1.57,1.72,4.23,30,50,0.0,90,160.2200062
200,0.66,3.9,0.29,0.2,1.76,10,10,4.0,0,74.93428195
250,0.66,4.0,1.77,2.74,2.66,90,90,0.5,90,225.2505251
150,0.33,2.5,1.77,2.67,1.76,10,10,1.0,90,75.35232222
200,0.25,2.5,1.57,1.72,2.66,10,30,0.0,180,80.76393391
200,0.5,2.5,0.29,0.29,2.66,10,30,0.0,90,82.54697727
250,0.25,2.5,2.5,0.2,1.76,30,50,0.0,0,85.6455063
150,0.33,3.5,0.29,2.67,1.76,10,10,0.5,0,72.33338721
250,0.25,2.5,1.57,2.67,2.66,10,30,3.0,90,78.79488256
150,1.0,3.0,2.5,2.67,2.66,10,50,0.0,0,108.999436
200,0.5,2.5,0.29,2.67,2.66,10,30,0.0,90,85.59217847
200,0.25,4.0,2.5,2.67,5.77,90,90,0.0,270,180.154266
200,1.0,2.5,1.57,1.72,1.76,10,10,0.5,90,83.33954096
200,0.33,3.5,1.57,1.72,2.66,30,30,0.0,90,106.1452325
150,0.66,3.0,1.77,2.67,2.66,30,30,0.5,0,101.4747171
150,0.5,2.5,0.29,1.72,4.23,10,30,0.0,90,83.65975962
200,0.5,2.5,0.34,0.29,1.76,10,10,4.0,90,67.01386536
200,0.5,3.0,2.5,2.67,2.66,10,30,3.0,0,87.44950391
150,0.66,2.5,1.57,1.72,5.77,10,10,1.0,0,83.54985434
150,1.0,2.5,2.5,2.67,1.76,10,10,4.0,90,83.30529621
250,0.5,2.5,2.65,0.29,4.23,10,10,0.0,90,89.4486328
150,0.66,3.0,1.77,1.72,2.66,50,10,2.0,0,94.21654715
200,0.25,4.0,2.65,0.52,5.77,90,90,0.0,270,177.8936
200,0.66,2.5,0.74,2.74,1.76,30,10,1.0,0,81.41541747
150,1.0,2.5,2.65,1.72,1.76,10,30,3.0,0,82.95772058
250,0.33,3.5,1.77,2.67,4.23,70,90,0.0,270,161.7253586
200,0.25,2.5,1.57,1.72,1.76,10,30,0.0,90,80.99508631
250,1.0,3.5,1.57,1.72,5.77,70,70,0.5,180,163.7419121
150,0.66,2.5,1.57,2.74,1.76,50,10,0.5,0,87.57537369
250,1.0,3.0,0.86,2.67,5.77,50,30,0.5,0,116.9394
250,0.33,2.5,0.29,2.74,1.76,10,10,0.5,180,70.29295225
200,0.5,3.5,1.57,2.67,4.23,90,90,0.0,180,155.3856056
250,1.0,3.0,2.5,2.67,5.77,50,20,0.5,0,117.0030567
250,0.33,3.5,1.77,2.74,1.76,50,90,0.5,0,108.1026624
200,0.5,2.5,1.77,0.29,2.66,10,10,0.5,0,75.78318152
200,0.5,3.5,2.5,2.74,4.23,70,10,1.0,0,104.2584418
200,0.25,4.0,2.5,2.67,4.23,90,90,0.0,270,164.8739303
250,0.25,3.0,1.57,1.72,2.66,10,10,3.0,90,78.57149646
150,1.0,3.0,1.57,1.72,4.23,50,50,0.5,90,120.6636819
150,0.5,2.5,1.57,2.67,2.66,30,50,0.5,180,87.96267288
250,0.66,3.0,2.65,2.74,1.76,10,10,0.0,90,111.4991269
200,0.33,2.5,0.29,0.2,1.76,10,10,4.0,90,65.3411
200,1.0,3.0,1.77,1.72,2.66,70,50,0.0,270,153.971585
250,0.5,3.0,0.97,0.29,1.76,30,30,1.0,180,82.46955448
200,0.5,2.5,0.29,1.72,4.23,10,50,1.0,90,85.28174837
150,0.5,3.0,1.24,0.49,4.23,90,50,1.0,90,110.3065
200,1.0,3.0,2.65,0.29,1.76,10,10,0.0,0,92.97096492
250,0.66,3.5,2.5,2.74,1.76,30,50,0.0,90,152.0994959
200,0.33,3.0,1.57,2.67,1.76,30,30,0.5,90,87.73104427
250,0.5,2.5,0.29,0.2,1.76,30,10,2.0,90,70.31923797
200,1.0,3.5,1.57,1.72,2.66,70,30,0.0,90,153.9643212
250,0.33,3.5,2.5,0.2,2.66,70,50,0.0,0,122.4605792
250,1.0,2.5,2.5,2.67,1.76,30,10,1.0,90,92.87560431
200,1.0,3.5,1.57,1.72,4.23,30,50,0.0,90,148.0729615
250,1.0,3.5,2.5,1.72,4.23,50,70,0.0,270,189.123087
150,0.5,3.0,0.29,2.74,2.66,10,50,1.0,0,84.22865339
200,1.0,2.5,0.34,0.29,1.76,30,10,1.0,270,74.7158253
250,0.66,2.5,0.29,2.74,1.76,30,10,4.0,0,77.26572117
250,1.0,2.5,1.77,2.67,1.76,30,10,1.0,90,89.56725415
200,0.33,3.0,1.57,1.72,4.23,30,10,0.5,0,83.48725641
200,0.33,3.0,1.57,2.67,4.23,30,10,1.0,0,83.30654614
250,0.66,3.0,0.34,2.67,1.76,10,10,3.0,0,77.35321476
200,0.33,2.5,0.29,0.29,1.76,10,10,2.0,0,65.56228213
250,0.5,4.0,1.57,2.67,5.77,90,90,0.0,0,195.8846697
150,0.66,2.5,0.29,0.2,1.76,10,10,3.0,0,67.5795
150,0.33,3.5,2.5,0.43,1.76,70,50,2.0,90,95.76420277
250,0.25,2.5,2.65,2.74,1.76,30,10,0.5,90,81.71303841
200,0.25,3.5,2.5,2.67,4.23,50,50,0.0,0,112.1788186
250,0.5,3.5,1.57,2.67,5.77,50,70,0.0,180,151.1561555
250,1.0,3.5,1.57,1.72,5.77,70,70,0.0,270,217.525213
200,1.0,2.5,0.29,0.2,5.77,10,10,4.0,0,71.2141
150,0.25,2.5,1.57,2.67,4.23,10,10,0.0,0,76.266334
200,0.5,2.5,2.5,0.29,1.76,30,10,3.0,90,78.96548733
250,0.33,2.5,1.57,0.2,1.76,10,10,0.5,0,72.34851091
150,0.66,3.0,0.29,1.72,1.76,30,10,0.5,0,79.52412877
250,1.0,2.5,2.5,0.29,1.76,10,50,0.0,180,100.3435428
250,0.33,2.5,1.57,2.67,1.76,10,10,3.0,270,76.64231146
250,1.0,2.5,2.65,0.2,2.66,10,10,3.0,90,86.78556814
200,0.33,2.5,0.29,1.72,1.76,10,30,0.0,0,75.01662918
200,0.33,3.5,2.5,2.74,5.77,70,70,0.0,90,157.2662974
200,0.25,2.5,2.5,2.74,1.76,10,30,1.0,180,77.50392316
250,0.66,3.0,2.5,0.2,4.23,50,30,0.5,0,119.3454407
150,1.0,2.5,0.29,0.2,2.66,30,30,1.0,0,79.91896183
150,0.66,3.5,2.5,1.72,1.76,50,50,0.0,0,124.9937478
200,0.66,2.5,1.57,0.43,1.76,30,10,3.0,270,83.96704558
200,0.33,2.5,2.65,0.29,1.76,10,30,2.0,0,75.82934153
250,0.5,2.5,2.5,2.67,1.76,30,30,1.0,0,85.33211109
250,0.25,2.5,1.57,2.67,1.76,30,30,2.0,180,77.67789257
200,0.5,2.5,2.65,2.74,2.66,30,10,4.0,0,82.29050346
200,0.66,3.0,1.77,2.67,4.23,70,70,0.0,270,184.7620711
200,0.5,4.0,2.65,2.67,4.23,90,90,0.0,180,168.9266362
150,0.33,3.0,1.77,2.67,2.66,30,30,0.5,0,86.13546245
200,0.66,3.0,0.29,1.72,2.66,70,70,0.5,90,148.2754206
200,1.0,3.0,1.24,0.49,4.23,50,50,3.5,90,105.4126928
150,0.25,2.5,1.57,1.72,4.23,50,10,0.0,0,84.22941642
250,0.66,3.5,1.77,1.72,4.23,50,70,0.0,0,177.5836879
200,0.5,2.5,2.5,2.67,4.23,10,10,0.0,0,85.57111602
250,0.25,3.5,1.57,1.72,4.23,50,70,0.0,90,133.3759579
150,0.5,3.0,0.29,1.72,4.23,10,10,4.0,0,72.36384546
250,1.0,2.5,2.65,2.74,2.66,70,10,3.0,0,95.57505924
200,0.33,2.5,1.77,2.67,1.76,30,10,3.0,0,76.37950333
250,1.0,3.0,2.5,2.67,5.77,50,90,0.5,0,150.8785
200,0.66,2.5,1.77,1.72,1.76,10,30,3.0,90,87.32790978
200,0.66,4.0,2.5,1.72,4.23,70,50,0.0,0,180.7583405
200,0.5,3.5,0.29,2.74,5.77,50,70,0.0,0,141.2704732
250,1.0,2.5,2.65,0.29,1.76,10,10,4.0,90,85.53568967
150,1.0,2.5,0.29,2.74,2.66,10,10,3.0,0,72.50267172
250,0.33,2.5,0.34,0.29,1.76,10,10,1.0,0,66.52803337
150,0.66,3.5,1.57,2.67,2.66,10,30,0.5,0,101.4183462
200,0.33,2.5,1.57,1.72,1.76,30,10,0.5,180,76.44143607
200,0.25,3.0,1.57,1.72,4.23,50,70,0.0,180,108.2170248
200,0.66,2.5,2.5,2.67,1.76,50,10,2.0,0,90.78337146
200,1.0,4.0,1.77,2.67,5.77,70,50,0.0,90,206.2898415
150,0.33,4.0,2.65,2.74,5.77,90,90,0.0,255,176.9867311
250,0.25,2.5,1.77,0.29,1.76,30,30,4.0,180,74.46220638
250,0.25,4.0,1.77,0.2,2.66,30,50,0.0,180,109.459598
200,0.5,2.5,2.5,0.2,1.76,30,10,0.5,90,81.40959172
250,0.33,2.5,1.77,0.43,1.76,10,10,2.0,90,74.64769913
200,0.5,2.5,0.29,0.29,4.23,10,10,0.5,0,69.06892677
200,1.0,2.5,2.65,2.74,2.66,10,30,2.0,90,92.30100342
250,1.0,2.5,1.57,0.29,1.76,10,10,3.0,0,78.41577017
200,0.66,3.0,2.65,1.72,1.76,30,30,0.0,90,123.1604464
250,0.25,3.5,1.77,2.67,2.66,70,70,0.0,90,138.4524537
150,0.33,3.0,0.74,2.67,1.76,30,10,3.0,90,75.95087041
200,0.66,2.5,0.29,0.49,1.76,10,10,4.0,0,69.8438
200,1.0,3.0,2.5,2.67,2.66,10,70,0.0,0,123.182894
150,0.25,3.0,1.77,2.74,1.76,30,50,0.0,90,92.25031096
200,0.5,2.5,2.5,1.72,2.66,10,10,0.0,180,84.14917108
250,0.5,3.5,1.77,1.72,4.23,70,70,0.0,0,147.041531
250,0.25,2.5,0.29,0.2,2.66,10,10,0.0,0,68.9632197
150,1.0,2.5,0.34,0.29,1.76,10,30,3.0,90,72.19723212
150,0.66,2.5,1.57,2.74,2.66,50,10,2.0,0,88.15824169
200,0.33,2.5,2.5,2.74,1.76,10,10,0.0,0,79.99199848
200,0.33,3.5,0.29,1.72,4.23,30,90,0.0,270,132.4400935
150,0.25,2.5,1.77,1.72,2.66,10,30,3.0,0,75.29068968
200,0.5,2.5,2.5,2.67,1.76,30,10,2.0,0,80.72661221
150,0.33,3.0,0.29,2.67,1.76,10,30,1.0,90,75.65004769
150,0.25,3.5,1.77,1.72,1.76,30,10,1.0,0,80.15827238
250,0.33,3.5,1.57,0.2,5.77,90,70,0.0,90,169.7892613
200,0.5,2.5,2.5,2.67,1.76,10,30,4.0,90,81.88457034
150,1.0,2.5,1.77,2.74,2.66,10,10,0.5,0,81.69955132
200,0.25,3.5,1.57,0.2,4.23,90,70,0.0,90,139.531
250,0.66,3.5,1.77,2.67,4.23,90,70,0.0,0,198.8728609
200,0.33,3.5,1.57,1.72,5.77,70,30,0.0,180,122.1280259
200,0.66,2.5,0.97,1.72,2.66,30,50,0.0,0,114.100634
200,1.0,3.0,2.5,2.67,5.77,50,30,0.8,0,114.7770101
200,1.0,3.0,2.65,0.2,1.76,30,10,0.0,0,97.5526
250,0.33,3.5,1.77,2.67,5.77,50,30,0.0,90,131.7266967
200,0.66,3.0,1.57,2.74,4.23,10,50,2.0,0,103.5579725
200,1.0,2.5,0.34,0.29,2.66,10,30,2.0,90,77.81133395
200,0.25,2.5,0.29,2.67,4.23,10,10,1.0,0,70.35143913
150,0.5,4.0,1.57,2.67,2.66,30,30,0.0,0,106.8912652
200,1.0,4.0,1.57,2.74,5.77,70,70,0.0,270,224.0093847
250,1.0,4.0,1.57,2.67,4.23,90,50,0.0,180,185.4534804
150,1.0,3.0,1.57,1.72,1.76,50,70,0.0,90,127.1581994
200,0.25,3.0,1.57,1.72,2.66,50,10,0.0,90,95.60339014
250,0.33,2.5,1.77,0.43,1.76,10,10,0.0,0,76.69246796
250,1.0,4.0,2.65,0.43,4.23,90,90,0.0,90,243.2460091
200,0.5,2.5,0.34,2.67,4.23,10,10,2.0,0,72.34668703
250,0.66,3.5,0.74,0.29,4.23,70,70,0.0,180,182.5125544
250,0.5,2.5,0.34,0.43,4.23,30,50,1.0,0,87.25353654
200,1.0,3.0,1.24,0.49,4.23,50,50,1.2,90,116.6820635
200,1.0,3.5,1.57,2.67,2.66,50,50,0.0,270,157.6191358
250,0.25,4.0,1.77,2.67,5.77,90,90,0.0,90,188.1692086
150,0.5,2.5,2.5,2.67,1.76,10,30,0.0,90,87.97914949
150,1.0,2.5,1.57,0.2,2.66,10,30,2.0,0,80.0983956
150,0.66,3.0,1.77,1.72,1.76,50,50,0.5,0,103.8221027
150,0.66,2.5,1.77,2.67,1.76,30,30,3.0,0,85.11975885
250,0.25,2.5,1.57,1.72,2.66,10,10,3.0,270,75.60018898
250,0.66,3.0,1.57,1.72,2.66,70,70,0.0,180,164.2312801
250,0.25,2.5,0.29,1.72,2.66,10,10,0.0,0,72.11671385
200,0.25,2.5,1.57,1.72,2.66,10,30,1.0,0,82.8880335
250,0.5,4.0,1.57,2.74,5.77,70,70,0.0,90,197.646848
200,0.25,3.0,2.5,2.67,5.77,50,30,0.5,45,98.9918
150,0.5,3.5,0.86,2.67,1.76,70,70,2.0,180,98.07116058
150,0.5,2.5,2.65,1.72,1.76,10,30,2.0,180,78.79516315
250,0.25,2.5,2.5,0.43,1.76,10,10,4.0,0,73.83377495
200,0.5,3.0,0.29,2.74,1.76,10,30,3.0,270,77.3250699
150,1.0,3.0,1.77,2.67,5.77,10,10,0.5,0,88.22668883
150,0.66,3.0,1.77,2.74,2.66,30,10,0.0,90,110.4961147
200,0.66,3.5,2.5,1.72,5.77,90,50,0.0,0,191.3304155
200,0.25,2.5,1.57,2.67,1.76,50,10,0.0,0,81.61579124
150,0.66,2.5,1.57,1.72,4.23,10,70,0.0,90,123.191259
250,0.25,4.0,2.5,0.2,4.23,50,90,0.0,90,151.8298133
150,0.33,2.5,0.34,0.29,1.76,30,10,2.0,90,68.3661902
200,0.66,3.5,2.65,1.72,4.23,70,90,0.0,90,216.8861629
200,0.5,2.5,0.29,0.29,1.76,10,30,2.0,90,70.83349537
150,0.33,3.0,2.5,2.67,5.77,50,30,0.5,150,98.01074652
150,1.0,2.5,2.5,1.72,2.66,10,50,0.5,0,93.42282419
200,0.33,3.5,1.57,1.72,5.77,50,70,0.0,180,131.9159931
200,1.0,3.0,2.65,0.2,1.76,10,10,3.0,180,85.7491
250,0.5,3.5,2.65,2.74,5.77,90,90,0.0,90,203.8961347
250,0.66,3.0,1.57,2.67,2.66,30,10,0.5,90,106.6442228
250,0.5,2.5,0.29,0.2,1.76,10,10,3.7,0,66.18556476
150,0.25,2.5,2.65,2.67,1.76,30,30,1.0,0,77.85414807
250,0.33,3.5,1.57,2.67,5.77,70,90,0.5,90,153.4904049
250,0.25,2.5,1.57,0.2,1.76,10,50,3.0,0,74.02013876
250,0.25,3.0,0.34,0.49,4.23,10,70,1.0,0,87.40418277
200,0.66,4.0,2.65,1.72,5.77,70,50,0.0,180,196.5534172
200,0.25,4.0,1.77,2.67,5.77,90,50,0.0,0,142.6645255
250,1.0,2.5,0.29,0.2,1.76,10,10,2.5,0,68.41239657
150,0.33,2.5,2.5,2.74,1.76,10,30,0.5,90,80.50875569
250,0.5,2.5,2.5,0.2,1.76,10,10,3.0,180,76.79702989
150,0.25,3.0,0.29,2.67,1.76,10,10,2.0,0,69.89541602
250,1.0,2.5,0.34,2.67,1.76,10,10,4.0,0,73.23759666
200,0.5,3.0,0.29,0.43,1.76,10,10,0.5,90,70.77471891
200,0.33,3.5,2.5,1.72,1.76,10,10,1.0,0,83.35100981
250,0.66,3.0,1.77,0.2,1.76,50,70,0.0,90,151.8874774
200,0.66,3.5,2.5,1.72,2.66,70,70,0.0,180,171.6869475
200,1.0,3.5,1.77,1.72,4.23,70,90,0.0,0,173.3662282
200,0.33,3.0,1.57,1.72,1.76,10,30,4.0,270,80.26070068
200,0.66,3.0,1.57,2.67,1.76,10,10,3.0,0,86.68978229
150,1.0,3.0,1.57,2.74,4.23,30,30,0.0,90,117.7278738
200,0.66,3.5,1.57,1.72,2.66,50,70,0.0,270,184.7393065
250,0.66,4.0,1.77,2.74,4.23,90,90,0.0,270,269.1117873
150,1.0,2.5,1.57,0.2,2.66,10,10,0.0,0,81.59505111
200,0.5,2.5,0.29,2.67,2.66,10,10,1.0,90,72.51025619
250,0.25,2.5,2.5,0.2,1.76,30,10,4.0,0,74.14184205
200,1.0,4.0,0.29,2.74,5.77,90,90,0.0,270,251.9565
200,0.66,4.0,2.65,1.72,2.66,50,90,0.0,0,190.2300503
200,1.0,4.0,2.65,1.72,4.23,90,90,0.0,180,197.29697
250,0.66,3.5,1.77,1.72,5.77,90,90,0.0,90,265.1911227
200,0.66,3.0,2.65,0.49,4.23,50,50,1.0,90,129.7554
200,0.66,3.0,2.5,0.43,1.76,30,50,0.5,180,106.2982489
200,1.0,3.0,0.34,2.74,1.76,30,10,2.0,0,78.78571614
200,0.5,2.5,2.5,2.74,2.66,10,10,0.0,90,88.58032877
150,0.33,3.0,2.5,1.72,2.66,10,10,1.0,0,79.42960838
200,0.5,4.0,0.29,2.67,5.77,70,90,0.5,90,174.5593792
200,0.33,2.5,0.34,0.29,1.76,50,50,2.0,0,76.46186587
200,1.0,2.5,2.5,1.72,2.66,30,30,0.0,0,105.414496
200,1.0,3.5,1.57,2.67,4.23,50,50,0.0,90,161.5006941
150,0.5,3.0,2.65,1.72,1.76,30,10,0.0,0,88.21312331
150,0.66,3.0,2.5,1.72,1.76,30,30,2.0,0,93.29433143
250,0.33,2.5,0.29,0.2,1.76,10,70,4.0,0,73.2648
