FA,AR,CH,WA,RO,WI,WWRN,WWRS,SH,OR,CL
150,1.0,4.0,2.65,2.74,5.77,90,90,0.0,225,220.2963
200,0.66,3.0,1.57,2.74,5.77,90,50,0.0,270,197.3745381
200,0.5,4.0,0.34,2.67,1.76,70,70,0.0,0,126.0508014
250,0.25,3.5,1.77,2.67,2.66,30,90,0.0,90,130.1223652
150,1.0,2.5,1.57,2.67,5.77,70,10,0.0,90,122.0263362
250,0.33,3.5,1.57,1.72,4.23,30,50,0.0,90,122.8081524
200,0.25,3.0,0.74,2.67,1.76,10,10,1.0,90,73.9278696
200,0.33,3.0,1.77,1.72,1.76,50,30,0.5,90,91.18981968
250,0.5,2.5,0.29,2.67,2.66,10,10,2.0,180,71.98769221
200,0.33,3.5,1.57,2.67,2.66,90,70,0.0,270,148.7774786
200,0.66,2.5,1.77,2.67,2.66,10,10,2.0,0,85.11009981
200,0.66,2.5,2.5,2.67,1.76,10,10,1.0,180,87.63142508
200,0.33,3.0,1.57,1.72,1.76,50,50,0.0,90,103.7061074
250,0.25,4.0,2.5,2.67,5.77,50,90,0.0,90,168.3196683
250,1.0,2.5,0.29,2.74,1.76,10,30,1.0,180,79.14336138
200,0.25,3.0,0.29,2.67,2.66,10,10,0.5,180,72.02308334
150,0.25,3.5,2.5,2.67,1.76,10,50,0.5,90,90.61516574
150,0.66,2.5,0.74,1.72,1.76,50,70,0.0,0,108.7849791
200,0.25,2.5,2.65,1.72,4.23,30,10,1.0,0,79.34142753
250,1.0,4.0,2.65,2.74,5.77,20,90,0.0,270,216.0904
150,1.0,2.5,0.29,0.2,1.76,10,10,0.4,0,68.19700748
200,0.33,3.5,1.57,1.72,1.76,30,70,0.0,0,101.8401584
250,0.25,3.0,1.77,0.49,2.66,10,70,0.0,180,97.16396035
200,0.66,2.5,0.34,2.67,2.66,70,30,0.0,0,119.8115851
150,1.0,3.0,0.29,0.43,1.76,10,10,3.0,0,69.7480828
200,1.0,2.5,2.5,2.74,1.76,10,30,1.0,90,91.26991862
200,1.0,4.0,1.77,1.72,4.23,70,50,0.5,90,163.6480101
150,0.33,3.5,1.77,2.67,2.66,30,10,0.0,90,95.13846911
250,0.33,3.0,2.65,0.2,1.76,10,10,0.5,0,79.53119151
250,0.33,4.0,1.57,2.74,1.76,90,90,0.0,90,154.2652913
150,0.5,2.5,1.77,1.72,2.66,30,10,0.0,0,84.6146162
200,0.66,2.5,2.65,2.74,2.66,10,10,0.0,90,102.8166566
200,0.25,4.0,1.57,2.67,5.77,90,30,0.0,90,147.3089976
250,0.5,3.5,1.77,1.72,5.77,90,70,0.0,90,191.0005051
150,1.0,2.5,1.57,2.67,1.76,10,10,0.0,90,86.16749951
150,0.5,3.0,1.77,1.72,1.76,70,30,0.0,0,97.9239174
200,0.66,3.0,1.24,0.49,4.23,50,50,1.0,225,121.2971
250,0.25,2.5,2.65,0.29,4.23,10,10,4.0,180,74.96421061
200,0.25,2.5,0.29,1.72,1.76,30,30,4.0,180,72.23225798
250,0.66,4.0,2.5,1.72,4.23,50,70,0.0,270,224.9008823
150,0.25,2.5,0.29,0.29,1.76,30,50,3.0,0,71.18973709
250,0.25,2.5,2.5,2.67,1.76,50,30,3.0,0,80.30207503
250,0.25,4.0,1.77,2.67,4.23,70,70,0.0,270,155.0817419
200,1.0,3.0,1.77,2.74,1.76,10,10,0.0,90,96.06345013
200,0.33,3.0,1.57,1.72,1.76,50,70,0.0,0,99.85846465
150,1.0,3.5,1.57,1.72,1.76,10,50,0.0,0,103.6466024
200,0.5,3.0,1.57,1.72,5.77,70,90,0.0,270,165.7667932
200,0.33,2.5,1.77,2.74,2.66,10,10,0.0,90,82.1540013
250,0.25,3.0,1.77,1.72,2.66,10,10,2.0,0,78.12702302
200,0.33,3.5,2.65,0.2,2.66,50,30,0.0,180,105.4018644
200,0.33,2.5,2.65,2.74,2.66,30,50,1.0,0,86.70399552
150,1.0,2.5,0.29,0.29,1.76,10,10,3.0,90,67.76949345
250,0.25,2.5,2.5,2.74,1.76,10,30,1.0,180,78.69592272
250,0.25,3.5,2.5,0.29,4.23,10,70,0.0,0,106.9634261
200,0.33,4.0,2.65,2.67,4.23,50,50,0.0,90,139.244825
200,0.5,3.0,0.74,0.2,4.23,50,70,3.0,90,100.2664567
150,0.66,2.5,2.5,2.67,2.66,10,50,0.5,90,104.8935587
250,0.33,4.0,1.57,2.67,5.77,50,50,0.0,90,154.496188
250,0.33,3.0,2.5,2.67,2.66,70,70,0.0,0,122.0301699
150,0.66,3.5,1.77,2.67,2.66,10,10,0.0,90,105.6115912
150,1.0,3.0,1.24,0.49,4.23,50,50,0.8,90,114.7470855
150,0.33,2.5,1.57,1.72,5.77,30,30,0.0,90,94.99186733
150,0.25,2.5,0.34,2.67,1.76,50,50,1.0,90,80.12614148
250,0.33,3.5,1.77,0.2,2.66,70,70,0.0,180,128.0415025
200,0.33,2.5,1.57,1.72,1.76,10,30,0.5,90,79.38948025
150,0.5,3.0,0.29,0.2,4.23,30,50,0.5,90,95.35305174
150,0.5,3.0,2.65,2.67,1.76,10,30,1.0,90,87.45975452
150,0.33,3.0,1.77,2.67,1.76,10,10,0.5,0,77.16981121
200,1.0,2.5,2.5,1.72,1.76,10,10,1.0,180,84.09092244
200,0.33,4.0,2.65,0.2,5.77,90,50,0.0,270,167.4582916
200,0.5,3.0,1.24,0.49,4.23,50,50,1.0,30,101.4564738
150,0.25,3.0,1.57,2.74,1.76,30,30,0.0,90,87.73166602
200,1.0,3.5,1.77,1.72,1.76,90,90,0.0,90,172.789438
250,0.66,2.5,0.29,0.2,2.66,30,10,2.0,90,78.5476453
200,0.66,3.0,0.97,0.29,1.76,50,70,2.0,90,108.5014726
250,1.0,3.0,0.34,0.29,2.66,50,30,0.0,90,128.871251
150,0.33,2.5,0.34,0.29,2.66,30,70,2.0,90,81.20287712
250,0.5,3.0,1.77,1.72,2.66,50,70,0.0,180,123.967119
250,0.66,4.0,2.5,2.67,2.66,90,50,0.0,90,229.1877805
200,0.33,2.5,2.5,1.72,2.66,30,70,0.0,0,98.3528942
250,0.33,2.5,0.34,1.72,1.76,30,10,1.0,90,73.38951635
250,0.33,2.5,1.57,0.2,1.76,50,30,0.0,0,86.7829989
150,0.25,3.0,1.77,1.72,2.66,10,30,0.5,180,80.20846601
250,1.0,4.0,2.5,2.74,2.66,50,90,0.0,0,187.0929845
150,0.25,3.0,1.57,1.72,1.76,10,10,2.0,180,74.22026997
200,0.5,3.5,0.74,0.43,2.66,30,50,3.0,0,93.01207378
250,1.0,3.0,0.29,0.29,1.76,70,70,0.0,90,145.4820581
150,1.0,2.5,1.57,1.72,1.76,30,50,0.5,90,94.55617873
200,0.66,3.5,1.77,2.74,4.23,70,90,0.0,90,216.7718725
200,1.0,3.5,2.5,2.67,4.23,70,90,0.5,270,173.7399346
200,0.33,3.5,2.5,2.74,2.66,10,50,0.5,90,103.1340892
250,0.66,2.5,0.34,1.72,1.76,10,10,0.0,0,79.34094123
150,0.25,3.0,1.57,1.72,2.66,30,70,0.0,0,96.26555978
200,0.33,4.0,1.77,2.67,5.77,70,90,0.0,180,160.4860501
250,0.66,2.5,0.29,2.74,1.76,30,30,3.0,90,83.78450908
200,0.66,4.0,1.77,2.74,4.23,30,70,0.0,270,193.6428944
200,0.33,4.0,1.57,1.72,2.66,50,90,0.0,0,134.2594427
200,0.25,3.0,1.57,1.72,1.76,10,10,0.0,0,77.86243734
250,0.33,3.5,1.57,0.43,1.76,70,90,0.5,90,120.4688152
250,0.5,2.5,2.5,0.2,2.66,10,30,2.0,0,81.52020298
200,0.66,3.0,1.57,1.72,4.23,90,50,0.0,270,181.1386234
250,0.33,2.5,1.77,0.43,1.76,10,10,4.0,90,74.25880249
200,0.5,3.0,0.29,2.67,1.76,10,50,0.0,90,92.71813238
250,1.0,3.0,0.29,1.72,1.76,10,10,2.0,0,74.73396573
200,0.25,2.5,2.5,2.67,2.66,30,50,0.0,0,91.34097045
250,0.5,4.0,1.77,1.72,4.23,90,70,0.5,90,167.1455097
150,1.0,3.0,1.57,2.74,2.66,10,10,0.0,0,89.54314012
250,0.5,2.5,0.29,0.29,1.76,10,10,4.0,270,67.28625886
150,0.33,2.5,1.57,1.72,2.66,30,10,0.5,180,76.92332561
150,0.5,3.5,1.77,2.74,1.76,10,30,0.0,0,90.45821357
150,0.66,2.5,2.65,2.74,1.76,10,10,0.5,0,86.05470733
150,0.5,3.0,2.5,2.67,5.77,50,30,2.8,0,96.00390375
250,0.33,3.5,0.29,0.2,4.23,10,30,3.0,90,80.12795244
250,1.0,3.5,2.5,2.67,5.77,70,70,0.0,90,218.7685779
200,1.0,3.5,0.29,0.29,1.76,10,10,2.0,0,72.38454141
250,0.25,3.0,1.57,0.2,2.66,10,10,3.0,90,75.52990005
150,0.33,3.5,0.29,0.29,4.23,70,50,0.5,90,109.7325774
200,0.25,2.5,0.34,2.74,1.76,10,10,3.0,90,69.47501648
150,0.66,2.5,2.65,2.67,1.76,30,30,0.5,0,91.95527069
150,0.5,2.5,0.34,0.29,1.76,50,50,0.5,90,84.5693518
150,1.0,3.0,1.24,0.49,4.23,50,50,1.0,225,109.0708
250,0.33,3.5,1.57,0.2,4.23,70,30,0.0,90,128.0055123
200,0.5,3.0,0.74,2.67,2.66,30,70,0.0,90,121.3618521
250,0.33,3.0,0.29,2.67,1.76,50,50,0.0,90,104.1975931
150,0.5,2.5,0.74,1.72,2.66,10,30,2.0,0,75.8228694
150,0.25,3.5,1.57,1.72,4.23,30,10,1.0,0,78.36244564
200,1.0,4.0,1.77,2.67,2.66,90,50,0.0,270,197.3020629
200,0.66,4.0,2.65,2.67,5.77,70,70,0.0,0,214.0663414
250,0.33,4.0,1.57,2.67,5.77,70,90,0.0,90,190.6049393
150,0.5,3.0,0.74,0.29,1.76,10,50,1.0,180,78.56839947
250,0.5,2.5,0.29,0.2,1.76,10,30,3.0,270,70.92530834
200,0.33,3.0,2.5,2.67,4.23,50,70,0.0,180,115.2446838
250,0.66,3.0,1.77,2.67,2.66,50,50,0.0,0,145.7561338
200,0.66,3.5,1.77,1.72,5.77,70,90,0.0,90,235.7294102
200,0.66,3.0,0.29,2.67,5.77,90,70,0.0,90,209.4528708
250,0.25,4.0,1.57,2.74,5.77,90,70,0.0,0,157.8494589
250,0.66,3.0,1.77,0.2,2.66,50,30,0.0,90,146.3060085
200,1.0,3.5,1.57,2.74,1.76,70,90,0.0,90,165.2233887
200,0.33,2.5,0.29,2.67,1.76,10,30,0.5,180,73.24778767
250,0.66,2.5,1.77,2.67,1.76,30,30,2.0,180,91.38222574
250,0.33,3.0,1.77,0.29,1.76,50,30,0.0,0,93.30311819
200,0.5,3.0,2.65,2.67,1.76,30,10,2.0,0,85.46005374
150,0.5,2.5,1.77,2.67,1.76,50,30,0.5,0,83.27670824
250,0.5,2.5,2.65,2.74,1.76,30,10,0.0,90,94.33864103
150,0.25,2.5,1.57,1.72,2.66,10,30,1.0,90,77.24028254
200,0.5,4.0,2.5,1.72,4.23,70,70,0.0,270,173.4977797
250,0.33,3.5,1.57,2.74,4.23,90,50,0.5,90,131.8208527
250,0.5,2.5,0.29,1.72,1.76,30,10,3.0,0,72.47081968
150,0.33,3.5,1.77,2.74,1.76,10,30,0.5,0,83.63197713
250,1.0,3.5,0.29,1.72,2.66,10,30,4.0,0,88.16433925
200,1.0,2.5,0.74,0.2,2.66,10,10,2.0,0,73.0284
250,0.33,3.5,1.77,1.72,4.23,90,70,0.0,180,141.442772
200,0.5,3.0,0.29,2.67,2.66,10,10,0.5,180,74.46361656
250,0.25,2.5,2.65,2.74,1.76,30,10,0.0,90,86.60026745
200,0.33,2.5,1.77,2.74,2.66,10,10,0.0,0,79.43726867
150,1.0,3.0,1.57,1.72,1.76,30,50,0.0,180,103.2748147
200,0.25,2.5,1.57,0.2,1.76,30,50,0.5,180,77.35677096
200,0.66,3.0,2.65,1.72,2.66,50,50,0.0,90,157.2352053
200,0.5,4.0,0.29,2.67,4.23,50,90,0.0,0,149.962568
250,0.5,2.5,2.65,2.67,1.76,10,30,0.5,0,84.90393409
250,0.25,3.0,0.29,0.2,2.66,30,10,4.0,180,71.60011994
250,0.66,2.5,0.29,0.43,1.76,10,10,0.5,90,74.00372879
150,0.66,3.0,1.57,1.72,1.76,10,50,2.0,90,94.92328378
250,0.25,3.0,1.57,2.67,4.23,50,50,0.0,180,107.0025786
250,0.25,3.5,1.57,2.67,2.66,70,50,0.0,90,130.1810839
150,0.25,2.5,2.65,0.29,2.66,30,10,3.0,90,75.52168948
250,0.66,3.5,1.57,2.67,5.77,50,90,0.5,90,203.9022196
250,0.25,2.5,0.34,2.74,2.66,30,10,0.5,0,74.52961185
200,0.25,2.5,1.57,1.72,2.66,50,10,2.0,0,78.1632769
250,0.66,2.5,0.34,1.72,1.76,30,30,2.0,0,83.16450078
150,0.25,3.5,2.5,2.67,1.76,30,70,0.0,0,96.36063317
200,0.33,4.0,2.65,2.74,5.77,90,90,0.0,300,185.7125159
250,0.25,2.5,0.29,0.2,4.23,10,50,2.0,90,76.34667907
200,0.66,3.5,0.29,1.72,5.77,70,30,0.0,90,178.0259516
200,0.66,3.0,1.77,2.67,2.66,10,10,2.0,0,90.13961069
150,0.66,3.5,1.57,1.72,1.76,10,50,0.0,90,119.0637565
200,0.33,3.0,1.77,2.67,2.66,10,10,1.0,90,81.34092907
150,0.5,2.5,0.34,1.72,1.76,10,10,0.0,0,71.4163
200,0.5,3.5,0.29,2.67,5.77,70,50,0.5,90,135.7910968
250,0.33,2.5,1.57,0.49,1.76,10,10,2.0,0,72.84614143
200,1.0,3.5,1.77,1.72,4.23,70,90,0.0,180,172.2893292
150,0.33,2.5,1.57,2.74,1.76,50,30,0.0,0,84.66352008
250,0.66,3.0,1.24,0.49,4.23,50,50,0.4,90,145.1574503
250,0.33,4.0,1.77,0.2,5.77,50,90,0.0,0,156.8535123
200,0.5,3.5,2.65,1.72,4.23,90,50,0.0,0,140.5159653
250,0.33,4.0,1.57,0.2,5.77,90,30,0.0,90,159.2655747
250,0.5,3.5,1.57,2.67,2.66,90,90,0.0,180,157.9371182
250,0.33,2.5,2.65,0.2,1.76,10,30,0.5,180,78.30533445
200,0.66,3.0,2.65,1.72,1.76,30,10,1.0,0,96.15126465
200,0.33,3.0,0.34,2.67,1.76,10,10,0.5,0,71.7934714
200,0.5,3.0,2.5,2.67,5.77,50,30,0.5,330,107.95914
200,0.25,2.5,1.77,1.72,2.66,10,70,1.0,0,83.05154279
200,0.66,3.0,0.29,1.72,1.76,30,10,0.5,0,82.13472175
250,0.66,2.5,0.29,0.2,4.23,10,10,3.0,90,73.06211134
250,0.25,3.0,2.5,2.67,1.76,10,10,0.5,0,80.5755997
250,0.33,2.5,1.77,2.74,1.76,30,30,0.0,0,86.45593881
150,0.5,2.5,0.29,2.67,2.66,10,10,1.0,270,71.77462117
200,0.66,3.0,0.34,2.67,1.76,10,10,0.5,90,80.00961081
150,0.33,2.5,1.77,1.72,5.77,10,10,0.5,0,75.96394434
150,1.0,3.0,1.57,0.2,1.76,30,30,2.0,0,84.82013933
250,0.25,3.0,1.57,1.72,2.66,10,10,0.5,180,78.17208043
150,1.0,2.5,2.65,2.67,1.76,30,10,4.0,0,83.16163965
150,1.0,3.0,1.24,0.49,4.23,50,50,1.0,360,104.8112
200,0.5,4.0,0.74,0.2,2.66,50,90,0.0,90,161.6593229
150,0.5,2.5,1.57,1.72,2.66,10,10,0.5,90,77.75255384
200,1.0,3.0,0.29,1.72,1.76,10,10,0.5,90,76.45299199
200,0.33,2.5,1.57,2.67,1.76,30,10,4.0,270,77.01809851
250,0.5,3.5,2.5,2.74,4.23,70,90,0.0,90,177.649986
250,0.66,3.5,1.57,1.72,4.23,50,70,0.5,0,154.393324
200,0.25,3.0,1.77,2.67,4.23,70,70,0.5,0,104.3599305
200,0.5,2.5,2.5,1.72,1.76,10,30,0.0,90,90.49029012
150,0.5,2.5,1.77,1.72,4.23,30,10,0.0,180,90.09809838
200,0.25,2.5,2.65,1.72,4.23,30,10,0.5,0,79.94228128
150,1.0,3.0,1.57,1.72,5.77,50,70,0.0,0,143.3650064
200,0.66,3.0,1.77,2.74,1.76,30,50,1.0,90,110.6180404
250,0.25,3.0,2.5,0.29,1.76,30,10,2.0,90,80.8107258
250,0.5,2.5,2.65,0.29,1.76,10,10,2.0,180,77.93666862
250,0.33,3.0,2.5,2.67,5.77,50,30,1.2,0,99.63172763
150,0.5,2.5,2.65,1.72,2.66,30,30,0.0,90,97.32494145
200,1.0,3.0,2.5,0.2,2.66,10,70,0.0,0,120.1797
200,0.5,2.5,0.29,0.43,4.23,10,10,4.0,270,69.23489431
200,0.33,3.5,1.77,2.67,2.66,10,50,0.0,0,99.96878407
200,0.66,3.0,2.65,1.72,1.76,30,10,0.5,0,97.61690179
250,0.5,2.5,2.65,0.29,2.66,10,10,1.0,0,79.64561206
150,0.33,2.5,1.77,2.67,4.23,30,10,0.0,0,82.92861491
200,0.5,2.5,2.5,2.67,2.66,10,30,0.5,90,88.87255534
250,0.66,3.0,2.65,2.74,1.76,10,10,1.0,180,96.98723425
250,1.0,2.5,2.5,2.74,2.66,30,10,1.0,180,92.00407094
150,0.33,2.5,0.29,1.72,1.76,50,30,0.0,0,80.93939367
200,0.5,2.5,2.5,2.67,1.76,10,30,4.0,0,80.32188596
250,0.5,3.0,0.34,1.72,2.66,50,70,2.0,180,99.69746385
250,0.33,4.0,1.77,2.74,4.23,70,90,0.0,90,174.8040086
250,0.25,4.0,2.5,0.29,4.23,30,70,0.0,0,121.6966299
200,0.25,3.0,1.57,1.72,4.23,70,30,0.5,90,99.57556332
150,0.33,4.0,1.77,1.72,1.76,10,10,0.0,180,84.25955606
200,0.33,3.0,0.34,0.29,2.66,30,10,0.0,90,83.51179556
200,0.25,3.5,1.77,2.67,4.23,70,90,0.0,180,128.948634
250,0.5,4.0,2.5,1.72,5.77,70,70,0.5,90,173.2104905
250,1.0,2.5,2.65,0.2,1.76,10,10,2.0,0,83.33246077
200,1.0,2.5,0.29,2.74,1.76,10,10,0.5,180,73.18557012
250,0.33,2.5,2.5,2.67,1.76,10,10,0.5,0,78.80494236
150,1.0,3.0,2.65,2.74,2.66,10,10,0.5,0,89.74708419
250,0.5,3.0,1.57,1.72,5.77,70,70,0.0,0,145.8568045
200,0.5,3.0,0.74,2.67,2.66,50,50,2.0,180,94.3353887
200,0.33,2.5,0.34,0.43,1.76,50,10,2.0,0,71.30828673
250,0.5,4.0,2.65,2.74,5.77,90,90,0.0,240,215.5983016
200,0.5,3.5,2.65,2.67,1.76,10,10,0.5,90,92.09580833
200,0.25,2.5,2.65,1.72,1.76,30,10,0.5,90,79.60956763
150,0.25,3.0,1.57,1.72,1.76,50,70,0.0,90,99.48541635
250,0.5,2.5,0.29,2.67,1.76,10,30,0.5,0,76.14579515
150,0.5,2.5,2.65,1.72,2.66,10,10,3.0,0,78.05665358
150,0.66,3.0,1.77,1.72,1.76,30,10,3.0,90,89.07049022
250,0.33,2.5,1.77,0.29,1.76,10,10,1.0,90,74.63872298
250,0.66,4.0,1.77,2.74,4.23,70,70,0.0,270,238.8263532
250,0.25,3.0,1.57,1.72,2.66,10,30,3.0,0,80.72415829
200,0.25,3.0,0.29,1.72,1.76,10,10,2.0,90,70.20158711
200,1.0,2.5,2.65,0.29,2.66,10,10,2.0,0,82.99829417
250,0.33,2.5,0.29,0.2,1.76,10,30,3.0,90,69.22856175
250,0.25,4.0,1.77,1.72,4.23,70,70,0.0,90,153.5129928
200,0.5,2.5,0.29,2.74,4.23,10,30,0.5,180,78.89839206
150,0.5,3.0,2.65,0.29,1.76,30,70,0.0,0,97.77956833
150,0.33,3.0,2.5,2.67,5.77,50,90,0.5,0,111.8234
150,0.25,3.2,2.65,2.74,5.77,90,90,0.0,270,146.9537104
250,1.0,3.5,2.5,2.74,2.66,90,90,0.0,90,219.402726
250,0.66,4.0,1.57,2.67,5.77,70,50,0.0,0,208.7676755
250,0.33,2.5,2.65,1.72,1.76,10,30,1.0,180,80.09603569
150,0.25,3.5,0.29,2.74,2.66,10,70,0.0,0,93.64598488
250,0.33,3.5,0.97,1.72,2.66,10,50,0.0,90,107.2835148
250,0.5,3.5,2.65,2.67,4.23,90,30,0.0,0,139.2030569
150,0.33,2.5,0.29,2.74,2.66,30,10,2.0,0,72.58300996
150,0.25,3.0,1.57,2.74,1.76,30,10,0.5,90,79.77029496
250,0.25,2.5,1.57,0.43,1.76,10,50,1.0,90,78.90288131
200,1.0,2.5,2.65,0.2,2.66,30,10,4.0,0,84.3127
200,0.33,3.5,2.65,2.67,4.23,70,30,0.0,90,128.9312317
200,0.5,2.5,0.74,0.29,2.66,10,10,0.0,90,77.11859266
250,0.66,3.0,0.29,0.29,1.76,10,10,0.5,0,74.35637772
200,0.66,4.0,2.65,2.74,5.77,50,90,0.0,270,246.7146
250,0.25,3.5,1.57,1.72,4.23,50,90,0.5,180,117.0862019
200,1.0,2.5,0.29,2.67,1.76,30,10,0.0,90,87.09880147
250,0.5,2.5,2.65,2.74,1.76,10,30,0.5,0,84.94411469
250,0.33,4.0,2.65,2.67,5.77,90,90,0.0,270,203.3291
250,0.66,3.0,2.65,1.72,1.76,10,10,1.0,0,96.20017012
200,0.5,4.0,0.29,2.67,5.77,70,70,0.0,0,163.7303801
200,0.33,3.5,1.57,2.67,1.76,50,90,0.0,90,123.7142585
150,0.66,2.5,1.77,1.72,2.66,30,10,0.5,90,91.43986883
250,0.33,4.0,1.57,1.72,2.66,50,50,0.0,90,138.495355
250,0.25,3.5,2.5,0.2,2.66,30,70,0.0,90,121.2957571
250,0.5,4.0,2.5,2.67,5.77,70,90,0.0,0,186.8512323
250,0.66,3.0,0.34,2.74,1.76,10,10,0.5,90,81.78922955
250,0.33,3.0,1.57,2.74,1.76,50,50,0.0,0,99.67288883
200,0.33,4.0,2.65,1.72,5.77,90,70,0.0,90,180.1443517
200,0.66,2.5,0.29,0.29,4.23,30,70,0.5,180,108.0031849
250,0.25,3.0,1.24,0.49,4.23,50,50,1.6,90,96.2014298
250,0.5,3.0,0.29,0.2,1.76,10,10,0.0,0,71.71845074
250,0.33,4.0,1.57,2.67,4.23,50,90,0.0,0,146.0832122
150,1.0,2.5,0.34,1.72,1.76,10,30,4.0,90,74.76350151
150,0.5,2.5,1.77,0.2,1.76,10,50,0.0,90,87.074386
200,0.33,2.5,1.57,2.74,1.76,30,30,1.0,90,81.10663263
150,0.5,3.8,2.5,2.67,5.77,50,30,0.5,0,113.8142234
200,0.5,2.5,2.5,0.2,2.66,10,30,0.0,0,87.16892076
250,0.5,2.5,0.34,0.43,2.66,10,10,0.0,90,76.04681222
250,0.33,3.0,2.5,0.2,5.77,50,30,0.5,0,99.6704
200,0.5,2.5,2.5,0.29,1.76,10,10,3.0,180,75.83881327
250,0.33,3.5,1.57,2.74,2.66,90,70,0.5,90,136.7664986
200,0.5,2.5,0.29,2.74,1.76,30,10,4.0,90,73.10166698
150,1.0,2.5,1.77,2.74,1.76,30,50,0.5,0,85.37918409
150,1.0,3.5,1.77,1.72,2.66,50,50,0.0,0,130.9972622
250,0.25,4.0,1.57,2.67,4.23,50,70,1.0,90,126.4747395
200,0.25,3.0,0.29,1.72,1.76,10,10,0.0,180,71.53520797
200,0.66,4.0,2.5,1.72,2.66,70,70,0.5,180,164.9620772
250,0.33,2.5,0.29,0.29,1.76,30,10,0.5,90,71.40933269
250,0.33,2.5,1.57,2.74,1.76,10,10,0.5,0,76.08776145
200,1.0,2.5,1.77,2.67,2.66,10,10,0.0,0,88.9151529
200,0.66,3.5,2.65,0.49,4.23,70,10,1.0,180,118.9707426
200,0.66,3.0,0.74,2.74,1.76,10,10,2.0,0,80.64242264
200,0.33,3.0,2.5,2.67,4.23,70,70,0.0,270,133.9620179
150,0.5,4.0,2.65,2.74,5.77,90,90,1.0,270,166.6199
250,0.5,3.0,1.57,0.43,1.76,10,10,3.0,0,77.72095787
250,0.25,3.0,1.77,0.2,2.66,10,10,1.0,90,77.33853611
250,0.5,2.5,1.57,0.43,1.76,10,10,4.0,90,75.6488812
250,0.5,4.0,1.77,2.74,5.77,90,90,0.0,270,224.5024754
200,0.66,2.5,0.74,2.74,1.76,30,10,2.0,0,80.37683217
250,0.66,2.5,0.34,1.72,1.76,30,10,4.0,90,77.76140537
200,0.33,2.5,2.65,1.72,2.66,30,10,1.0,0,80.24009767
250,0.25,3.0,1.57,0.43,1.76,10,10,3.0,180,73.92290229
150,1.0,3.0,1.77,2.67,2.66,30,90,0.0,0,129.354696
200,0.25,4.0,1.77,2.67,2.66,50,70,0.0,90,134.2037303
200,0.5,3.0,2.5,0.29,1.76,70,30,0.5,0,92.93192084
250,0.5,2.5,2.5,2.67,1.76,10,50,1.0,90,89.76311664
250,0.66,4.0,1.77,1.72,4.23,50,30,0.5,0,142.4057564
150,0.33,2.5,1.57,2.74,1.76,10,50,0.0,90,85.40715339
200,0.66,3.0,2.65,2.67,4.23,90,90,0.5,180,153.7012115
250,0.25,3.0,1.24,0.49,4.23,50,50,1.0,225,96.4884
200,0.25,2.5,2.5,1.72,1.76,10,70,1.0,0,80.47316376
250,0.5,4.0,2.5,2.67,5.77,90,90,1.0,180,163.1115456
250,0.25,3.0,1.77,2.74,2.66,10,10,2.0,180,78.76464926
200,0.66,2.5,0.34,2.74,1.76,10,10,2.0,90,74.74941532
250,1.0,3.0,0.74,1.72,1.76,50,70,0.0,90,140.5975959
250,0.5,3.5,2.65,2.74,4.23,50,50,0.0,90,147.9733955
250,0.66,2.5,2.65,0.2,1.76,10,30,2.0,0,89.09545064
250,0.33,4.0,0.97,2.74,5.77,90,90,0.0,270,202.6726
250,0.5,3.0,2.65,2.67,4.23,50,10,0.0,0,107.8898812
200,0.33,2.5,2.65,0.29,2.66,10,30,0.5,90,82.47072992
150,0.33,3.5,1.57,2.74,4.23,10,10,0.0,0,84.10978423
150,0.33,3.0,2.5,1.72,4.23,30,30,0.0,0,94.03642709
150,1.0,2.5,2.5,2.67,2.66,30,50,0.0,90,116.956596
150,0.25,2.5,2.65,1.72,2.66,10,10,1.0,0,75.23466056
250,1.0,2.5,2.65,0.43,1.76,10,10,2.0,90,86.91839278
250,0.33,2.7,0.29,0.2,1.76,10,10,4.0,0,65.9406427
200,0.66,2.5,1.57,0.29,1.76,10,10,4.0,180,78.72688231
150,0.33,2.5,0.29,2.67,1.76,10,10,4.0,0,68.664
150,0.5,2.5,2.65,2.67,1.76,10,10,1.0,180,78.24304757
200,0.66,3.0,1.57,2.67,1.76,10,10,0.0,0,93.50697166
200,0.5,2.5,1.77,2.67,1.76,10,10,0.5,0,77.80546765
150,1.0,3.0,2.65,0.29,1.76,30,10,2.0,0,85.98787857
150,0.33,3.0,1.57,2.67,4.23,50,10,0.0,90,97.90712729
200,0.25,3.0,2.65,2.74,1.76,10,10,4.0,0,78.81203642
200,0.66,4.0,2.5,2.67,5.77,70,50,0.0,90,225.8785834
150,0.25,3.5,1.57,2.74,1.76,10,10,0.5,0,77.88637859
200,0.5,2.5,0.29,0.43,4.23,10,10,1.0,90,69.93596757
150,0.25,2.5,1.77,1.72,2.66,30,10,0.5,0,76.1885326
250,0.66,4.0,1.57,1.72,5.77,50,30,0.0,0,174.2803569
150,0.5,3.5,1.57,1.72,5.77,10,50,0.0,0,107.9639701
250,0.66,3.0,2.5,2.67,5.77,50,30,3.8,0,115.4604472
200,0.66,2.5,2.65,2.67,2.66,30,30,0.0,0,112.3172379
250,0.25,3.0,1.57,2.67,4.23,90,70,0.0,90,137.3474505
200,0.33,3.0,2.65,2.74,2.66,10,10,1.0,0,82.2500882
250,0.66,3.0,2.5,1.72,2.66,10,10,3.0,90,99.37440019
